,family_id,id,title,abstract,application_number,cpc,filing_date,filing_status,jurisdiction,original_assignees,priority_year,publication_date,publication_year,scope,pillar,research_category,endproduct,ingredient,subpillar
128,61166591.0,US-12023369-B2,Use of collagen hydrolysate for improving endurance performance and for stimulating lipid catabolism,"The present invention relates to the use of collagen hydrolysate for improving endurance performance by increasing mitochondrial activity. Further, the invention relates to the use of collagen hydrolysate for stimulating lipid catabolism, and in particular for reducing body weight, by increasing mitochondrial activity.",US17552499,"['A61P25/24', 'A61K2800/5922', 'A61K36/77', 'A61K35/36', 'A61K38/063', 'A61P13/12', 'A61P25/08', 'A61P3/02', 'A61P27/16', 'A23L2/00', 'A23L33/18', 'A23L33/30', 'A61P9/00', 'A61P7/06', 'A61K31/4745', 'A61P25/28', 'A61P9/10', 'A61K38/014', 'A61P9/12', 'A61P1/00', 'A61P25/16', 'A61P9/04', 'A61P3/00', 'A61K8/355', 'A61K38/01', 'A61K8/65', 'A61K36/82', 'A61K9/0095', 'A61K31/09', 'A61K38/011', 'A61P3/04', 'A61P9/02', 'A61P1/10', 'A61P1/12', 'A61P43/00', 'A61Q19/06', 'A61K31/00', 'A61P1/16', 'A61P3/10', 'A61K38/446', 'A61K31/122', 'A61K9/0053', 'A61K2800/92', 'A61P1/08', 'A61P25/00', 'A61K38/39', 'A61P9/06', 'A61K2300/00', 'A61K8/34', 'A61P27/02', 'A61K9/0056', 'A61P25/02']",2021-12-16,Grant,US,"[{'city_name': 'Eberbach', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.491740.f', 'linkout': ['https://www.gelita.com'], 'name': 'Gelita AG', 'types': ['Company']}]",2016.0,2024-07-02,2024,out,,,,,
129,61166591.0,US-20220105158-A1,USE OF COLLAGEN HYDROLYSATE FOR IMPROVING ENDURANCE PERFORMANCE AND FOR STIMULATING LIPID CATABOLISM,"The present invention relates to the use of collagen hydrolysate for improving endurance performance by increasing mitochondrial activity. Further, the invention relates to the use of collagen hydrolysate for stimulating lipid catabolism, and in particular for reducing body weight, by increasing mitochondrial activity.",US17552499,"['A61P9/02', 'A61P1/10', 'A61P25/08', 'A61K31/00', 'A61K38/011', 'A61P3/10', 'A61P9/00', 'A61P3/00', 'A61P1/00', 'A23L33/30', 'A61K31/4745', 'A61P9/10', 'A61P43/00', 'A61K2300/00', 'A61Q19/06', 'A61K8/34', 'A61K8/65', 'A61P1/16', 'A61K9/0056', 'A61P25/24', 'A61P7/06', 'A61K2800/5922', 'A61P27/16', 'A61P3/02', 'A61P9/04', 'A61K36/82', 'A61K35/36', 'A61P25/16', 'A61P25/28', 'A61P1/08', 'A61K38/01', 'A61P9/12', 'A61K38/446', 'A61K9/0095', 'A61P3/04', 'A61K31/122', 'A61K38/39', 'A23L33/18', 'A61K2800/92', 'A61P25/00', 'A61K9/0053', 'A61K38/063', 'A61P9/06', 'A23L2/00', 'A61K8/355', 'A61K36/77', 'A61K31/09', 'A61P1/12', 'A61K38/014', 'A61P13/12', 'A61P27/02', 'A61P25/02']",2021-12-16,Application,US,"[{'city_name': 'Eberbach', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.491740.f', 'linkout': ['https://www.gelita.com'], 'name': 'Gelita AG', 'types': ['Company']}]",2016.0,2022-04-07,2022,out,,,,,
130,61231045.0,US-20210379100-A1,USE OF FUNCTIONALIZED CALCIUM CARBONATE AS ACTIVE INGREDIENT,"The present invention relates to a dosage form comprising functionalized calcium carbonate serving as active ingredient. The invention further relates to the use of the dosage form as nutritional supplement or as a medicament and to the use of functionalized calcium carbonate as active ingredient, preferably in the field of calcium fortification and in the treatment of calcium deficiency.",US16961684,"['A23K20/24', 'A61K45/06', 'A61P3/02', 'A23V2250/1578', 'A23L33/16', 'A61K2300/00', 'A23L33/40', 'A61K33/10', 'A61K9/0053', 'A23V2002/00']",2019-01-25,Application,US,"[{'city_name': 'Oftringen', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.614053.5', 'name': 'Omya International AG', 'types': ['Company']}]",2018.0,2021-12-09,2021,out,,,,,
131,61231045.0,EP-3520798-A1,USE OF FUNCTIONALIZED CALCIUM CARBONATE AS ACTIVE INGREDIENT,"The present invention relates to a dosage form comprising functionalized calcium carbonate serving as active ingredient. The invention further relates to the use of the dosage form as nutritional supplement or as a medicament and to the use of functionalized calcium carbonate as active ingredient, preferably in the field of calcium fortification and in the treatment of calcium deficiency.
",EP18154469.3,"['A23L33/40', 'A23L33/16', 'A23V2250/1578', 'A61K45/06', 'A23K20/24', 'A61K33/10', 'A61K2300/00', 'A61P3/02', 'A23V2002/00', 'A61K9/0053']",2018-01-31,Application,EP,"[{'city_name': 'Oftringen', 'country_code': 'CH', 'country_name': 'Switzerland', 'id': 'grid.614053.5', 'name': 'Omya International AG', 'types': ['Company']}]",2018.0,2019-08-07,2019,out,,,,,
132,61581681.0,US-12421669-B2,Method and system for manufacturing a 3-dimensional food packaging unit from a molded pulp material and such food packaging product,"The present invention relates to a method and system for manufacturing a 3-dimensional packaging material form a moulded pulp material and such packaging unit. The method of the invention comprises the steps of: &#8212;preparing a pulp material, comprising the steps of: &#8212;providing an amount of biomass with non-wood biomass fibers as a raw material; preparing the biomass fibers; fibrillation of the prepared biomass fibers with an extruder to produce the pulp material with biomass fibers; providing the pulp material to the moulding device; moulding the 3-dimensional food packaging unit; and releasing the 3-dimensional food packaging unit from the mould.",US16770173,"['B65D65/466', 'B65D2565/383', 'D21J7/00', 'D21B1/30', 'Y02E50/30', 'D21J3/00', 'B65D85/324', 'D21C9/007']",2018-12-05,Grant,US,"[{'city_name': '8801 JB Franeker', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.668679.0', 'name': 'Huhtamaki Molded Fiber Technology BV', 'types': ['Company']}]",2017.0,2025-09-23,2025,out,,,,,
133,61581681.0,US-20210164171-A1,Method and System for Manufacturing a 3-Dimensional Food Packaging Unit from a Molded Pulp Material and Such Food Packaging Product,"The present invention relates to a method and system for manufacturing a 3-dimensional packaging material form a moulded pulp material and such packaging unit. The method of the invention comprises the steps of: &#8212;preparing a pulp material, comprising the steps of: &#8212;providing an amount of biomass with non-wood biomass fibers as a raw material; preparing the biomass fibers; fibrillation of the prepared biomass fibers with an extruder to produce the pulp material with biomass fibers; providing the pulp material to the moulding device; moulding the 3-dimensional food packaging unit; and releasing the 3-dimensional food packaging unit from the mould.",US16770173,"['D21C9/007', 'D21J7/00', 'Y02E50/30', 'D21J3/00', 'B65D85/324', 'B65D65/466', 'D21B1/30', 'B65D2565/383']",2018-12-05,Application,US,"[{'city_name': '8801 JB Franeker', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.668679.0', 'name': 'Huhtamaki Molded Fiber Technology BV', 'types': ['Company']}]",2017.0,2021-06-03,2021,out,,,,,
134,61683758.0,US-12016944-B2,Mixtures comprising a protein extract for the treatment of human skin and/or hair,"Suggested is a mixture comprising or consisting of: (a) a protein extract obtained from cereal gluten extracted by means of aqueous ethanol, said extract being characterized by a content of at least 50 wt.-% proteins having a molecular weight of at least 22 kDa; (b) at least one organic acid; and (c) at least one cosmetically acceptable carrier.",US16977989,"['A61K8/463', 'A61K8/731', 'A61Q17/04', 'A61Q5/12', 'A61K8/645', 'A61K8/365', 'A61K8/891', 'A61K8/345', 'A61Q5/002', 'A61Q19/00', 'A61K8/362', 'A61K8/42', 'A61Q5/02', 'A61K8/34']",2018-03-08,Grant,US,"[{'city_name': 'Holzminden', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.480394.2', 'linkout': ['https://www.symrise.com/'], 'name': 'Symrise AG', 'types': ['Company']}]",2018.0,2024-06-25,2024,out,,,,,
135,61683758.0,EP-3813795-A1,MIXTURES COMPRISING A PROTEIN EXTRACT FOR THE TREATMENT OF HUMAN SKIN AND/OR HAIR,"Suggested is a mixture comprising or consisting of: (a) a protein extract obtained from cereal gluten extracted by means of aqueous ethanol, said extract being characterized by a content of at least 50 wt.-% proteins having a molecular weight of at least 22 kDa; (b) at least one organic acid; and (c) at least one cosmetically acceptable carrier.",EP18711505.0,"['A61Q5/02', 'A61K8/345', 'A61Q19/00', 'A61K8/731', 'A61K8/645', 'A61K8/362', 'A61K8/463', 'A61Q5/12', 'A61Q17/04', 'A61Q5/002', 'A61K8/891', 'A61K8/34', 'A61K8/42', 'A61K8/365']",2018-03-08,Application,EP,"[{'city_name': 'Holzminden', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.480394.2', 'linkout': ['https://www.symrise.com/'], 'name': 'Symrise AG', 'types': ['Company']}]",2018.0,2021-05-05,2021,out,,,,,
136,61731362.0,US-20240349757-A1,BEVERAGE POWDER AND METHOD,This invention provides for an agglomerated beverage ingredient powder comprising a median particle size (D50) of between 200 and 1000 microns and a density of between 250 and 950 g/l.,US18763915,"['A23P10/20', 'A23C9/16', 'A23V2002/00', 'A23P10/47', 'A23C2210/05', 'A23V2300/31', 'A47J31/00', 'A23P10/22', 'A23P10/40', 'A23V2300/24', 'A23G1/56', 'A23L2/395', 'B01J2/16', 'A23P20/15', 'A23V2300/20', 'A23V2300/10', 'A23P20/18', 'B65D85/8043']",2024-07-03,Application,US,"[{'country_code': 'GB', 'country_name': 'United Kingdom', 'id': 'grid.778481.5', 'name': 'Jacobs Douwe Egberts R&D GB Ltd', 'types': ['Company']}, {'acronym': 'JDE', 'acronyms': ['JDE'], 'city_name': 'UTRECHT', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.480365.c', 'linkout': ['https://www.jacobsdouweegberts.com/'], 'name': 'Koninklijke Douwe Egberts BV', 'types': ['Company']}]",2018.0,2024-10-24,2024,out,,,,,
137,61731362.0,US-12121044-B2,Beverage powder and method,This invention provides for an agglomerated beverage ingredient powder comprising a median particle size (D50) of between 200 and 1000 microns and a density of between 250 and 950 g/l.,US16965953,"['A23P10/20', 'A23C9/16', 'A23V2002/00', 'A23P10/47', 'A23C2210/05', 'A23V2300/31', 'A47J31/00', 'A23P10/22', 'A23P10/40', 'A23V2300/24', 'A23G1/56', 'A23L2/395', 'B01J2/16', 'A23P20/15', 'A23V2300/20', 'A23V2300/10', 'A23P20/18', 'B65D85/8043']",2019-02-06,Grant,US,"[{'acronym': 'JDE', 'acronyms': ['JDE'], 'city_name': 'UTRECHT', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.480365.c', 'linkout': ['https://www.jacobsdouweegberts.com/'], 'name': 'Koninklijke Douwe Egberts BV', 'types': ['Company']}]",2018.0,2024-10-22,2024,out,,,,,
138,61731465.0,US-20220405831-A1,"CUSTOMER PERSONALISED CONTROL UNIT, SYSTEM AND METHOD","There is provided an apparatus and method for a webshop such that the products shown to a customer are related to the purchasing habits of the customer. In particular, a control unit is provided arranged to communicate with a product information database, a product category database and a customer purchase history database. The control unit includes a product categorising unit arranged to generate at least one product category based on product information in the product information database and to store the at least one generated product category in the product category database. The control unit further includes a calculating unit arranged to calculate a probability of a customer being an underbuyer/overbuyer of a type of product based on the customer's purchase history stored in the customer purchase history database and the at least one product category from the product category database.",US17897280,"['G06N7/005', 'G06Q30/0631', 'G06Q30/0643', 'G06N7/01', 'G06Q30/0627', 'G06Q30/0269', 'G06Q30/0255']",2022-08-29,Application,US,"[{'country_code': 'GB', 'country_name': 'United Kingdom', 'id': 'grid.535654.4', 'name': 'Ocado Innovation Ltd', 'types': ['Company']}]",2018.0,2022-12-22,2022,out,,,,,
139,61731465.0,US-11468502-B2,"Customer personalised control unit, system and method","There is provided an apparatus and method for a webshop such that the products shown to a customer are related to the purchasing habits of the customer. A control unit is arranged to communicate with a product information database, a product category database and a customer purchase history database. The control unit includes a product categorising unit arranged to generate at least one product category based on product information in the product information database and to store the at least one generated product category in the product category database. A calculating unit is arranged to calculate a probability of a customer being an underbuyer/overbuyer of a type of product based on the customer's purchase history stored in the customer purchase history database and the at least one product category from the product category database.",US16968363,"['G06N7/005', 'G06Q30/0631', 'G06Q30/0643', 'G06Q30/0255', 'G06N7/01', 'G06Q30/0269', 'G06Q30/0627']",2019-02-08,Grant,US,"[{'country_code': 'GB', 'country_name': 'United Kingdom', 'id': 'grid.535654.4', 'name': 'Ocado Innovation Ltd', 'types': ['Company']}]",2018.0,2022-10-11,2022,out,,,,,
140,61832472.0,US-12364719-B2,Bacillus subtilis strains improving animal performance parameters,"The present invention provides a Bacillus subtilis strain selected from the group consisting of a) the strain deposited as DSM32324,b) the strain deposited as DSM32325, and c) a mutant strain of (a) or (b) which has sensitivity for ampicillin, vancomycin, gentamicin, kanamycin, streptomycin, erythromycin, clindamycin, tetracycline, and chloramphenicol; and has inhibitory activity against E. coli and Clostridium perfringens. The invention further relates to Bacillus compositions comprising at least one Bacillus subtilis strain of the invention, preferably the Bacillus subtilis strain DSM32324 and/or the Bacillus subtilis strain DSM32325, as Direct Fed Microbial (DFM), premix, animal feed additive or animal feed. The invention provides a method of improving one or more animal performance parameters selected from the group consisting of i) increased weight gain (WG), ii) lower feed conversion ratio (FCR), iii) lower necrotic enteritis lesion scoring, iv) lower necrotic enteritis frequency, v) lower necrotic enteritis mortality, vi) increased European Production Efficacy Factor (EPEF), and vii) lower mortality, by feeding a strain or a composition according to the invention to an animal.",US17709277,"['C12R2001/125', 'A23K10/16', 'C12N1/20', 'C12N1/205', 'A61P31/04', 'A23K50/75', 'A01N63/00', 'A61K9/0053', 'A61K35/742', 'A23K10/18', 'A23K20/189']",2022-03-30,Grant,US,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2017.0,2025-07-22,2025,out,,,,,
141,61832472.0,US-20220218763-A1,BACILLUS SUBTILIS STRAINS IMPROVING ANIMAL PERFORMANCE PARAMETERS,"The present invention provides a Bacillus subtilis strain selected from the group consisting of a) the strain deposited as DSM32324,b) the strain deposited as DSM32325, and c) a mutant strain of (a) or (b) which has sensitivity for ampicillin, vancomycin, gentamicin, kanamycin, streptomycin, erythromycin, clindamycin, tetracycline, and chloramphenicol; and has inhibitory activity against E. coli and Clostridium perfringens. The invention further relates to Bacillus compositions comprising at least one Bacillus subtilis strain of the invention, preferably the Bacillus subtilis strain DSM32324 and/or the Bacillus subtilis strain DSM32325, as Direct Fed Microbial (DFM), premix, animal feed additive or animal feed. The invention provides a method of improving one or more animal performance parameters selected from the group consisting of i) increased weight gain (WG), ii) lower feed conversion ratio (FCR), iii) lower necrotic enteritis lesion scoring, iv) lower necrotic enteritis frequency, v) lower necrotic enteritis mortality, vi) increased European Production Efficacy Factor (EPEF), and vii) lower mortality, by feeding a strain or a composition according to the invention to an animal.",US17709277,"['C12N1/20', 'C12R2001/125', 'A61K9/0053', 'A61P31/04', 'A23K20/189', 'A61K35/742', 'A23K50/75', 'C12N1/205', 'A23K10/16', 'A23K10/18', 'A01N63/00']",2022-03-30,Application,US,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2017.0,2022-07-14,2022,out,,,,,
142,62116658.0,US-11707070-B2,Inhibition of fungal growth by manganese depletion,"The present invention provides a method of controlling growth of unwanted microorganisms by limiting their access to manganese. More specifically, the present invention provides a method of inhibiting or delaying growth of yeast and mold by reducing the manganese concentration in a product which is preferably a food product. The invention also provides manganese scavengers and uses thereof to inhibit or delay fungal growth.",US17047900,"['A23V2400/173', 'A23Y2220/13', 'A23V2400/179', 'A23Y2220/67', 'A23C9/1234', 'A23Y2220/37', 'A23Y2220/47', 'B01D15/361', 'A23V2400/145', 'A23C9/13', 'A23V2400/125', 'A23Y2220/73', 'A23V2400/147', 'A23B11/10', 'A23C9/146', 'A23B4/22', 'A23V2400/143', 'A23Y2220/71', 'A01N63/20', 'A23Y2220/17', 'A23C9/1236', 'A23V2400/121', 'A23Y2220/63', 'A23Y2220/79', 'A23B2/783', 'A23V2400/175', 'A23Y2220/29', 'A23B11/60', 'A23V2400/155', 'A23Y2220/35', 'A23V2400/181', 'A23V2400/413', 'A23V2400/165', 'A23V2400/169', 'A23Y2220/77', 'A23V2400/137', 'A23Y2220/39', 'A23Y2280/15']",2019-04-17,Grant,US,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2018.0,2023-07-25,2023,out,,,,,
143,62116658.0,US-20210169086-A1,INHIBITION OF FUNGAL GROWTH BY MANGANESE DEPLETION,"The present invention provides a method of controlling growth of unwanted microorganisms by limiting their access to manganese. More specifically, the present invention provides a method of inhibiting or delaying growth of yeast and mold by reducing the manganese concentration in a product which is preferably a food product. The invention also provides manganese scavengers and uses thereof to inhibit or delay fungal growth. The manganese scavenger may be a bacterial cell, specifically a lactic acid bacterial cell, more specifically Lactobacillus rhamnosus alone or in combination with Lactobacillus paracasei. ",US17047900,"['A23C9/13', 'A23V2400/145', 'A23B2/783', 'A23Y2220/63', 'A23Y2220/73', 'A23Y2220/37', 'A23C9/146', 'A23C9/1234', 'A23Y2220/13', 'A23V2400/181', 'A23Y2220/29', 'A23B11/60', 'A01N63/20', 'A23V2400/155', 'A23V2400/137', 'A23Y2220/35', 'A23V2400/121', 'A23Y2280/15', 'A23Y2220/71', 'A23Y2220/79', 'A23V2400/165', 'A23Y2220/67', 'A23Y2220/39', 'A23V2400/175', 'A23V2400/143', 'A23V2400/147', 'A23Y2220/17', 'A23V2400/169', 'A23C9/1236', 'A23V2400/125', 'A23Y2220/77', 'A23V2400/173', 'A23B11/10', 'B01D15/361', 'A23Y2220/47', 'A23V2400/413', 'A23B4/22', 'A23V2400/179']",2019-04-17,Application,US,"[{'city_name': 'Horsholm', 'country_code': 'DK', 'country_name': 'Denmark', 'id': 'grid.424026.6', 'linkout': ['http://www.chr-hansen.com/#'], 'name': 'Chr Hansen AS', 'types': ['Company']}]",2018.0,2021-06-10,2021,out,,,,,
144,62152301.0,US-12329788-B2,Synbiotic compositions,"A synbiotic preparation may include at least one probiotic strain and at least one amino acid or derivative thereof selected from glutamine, glutamic acid or salts thereof, conjugated glutamine, or oligopeptides of 2-10 amino acid units in length, wherein the amino acid units may be natural amino acids, and at least one amino acid unit being a glutamine or glutamic acid unit.",US17049155,"['A61K31/525', 'A61K31/702', 'A23K20/174', 'A23V2250/02', 'A23V2200/3202', 'A23V2002/00', 'A23K20/163', 'A23L33/125', 'C12R2001/10', 'A61K36/31', 'A61K36/63', 'A61K31/355', 'A23V2200/3204', 'A61K36/9066', 'A61K31/733', 'A23K20/158', 'A23K20/142', 'A61K36/87', 'A23K40/30', 'A61K36/8962', 'A61K33/18', 'A61K33/00', 'A23V2200/324', 'A23L33/18', 'A61K9/48', 'A61K33/26', 'A61K31/4188', 'A61K31/07', 'A23L33/175', 'A23K10/30', 'A61K31/593', 'C12N1/205', 'A61K31/714', 'A23K10/18', 'A23L33/105', 'A23L33/40', 'A61K31/519', 'A23K20/189', 'C12N1/20', 'A61K31/455', 'A61K33/06', 'A61K33/34', 'A61K31/197', 'A61K31/122', 'C12R2001/125', 'C12R2001/07', 'A61K33/04', 'A61K31/4415', 'A61K33/32', 'A61K35/742', 'A61K36/258', 'A61K31/51', 'A61K36/9068', 'A23L33/15', 'A61K31/05', 'A61K33/24', 'A61K33/30', 'A61K35/748', 'A23L33/16', 'A61K31/198', 'A61K38/05', 'A61K31/375', 'A23K20/147', 'A23K20/30', 'A61K35/741', 'A61K36/738', 'A23L33/135']",2019-04-18,Grant,US,"[{'city_name': 'Düsseldorf', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.420017.0', 'linkout': ['https://corporate.evonik.com/en'], 'name': 'Evonik Operations GmbH', 'types': ['Company']}]",2018.0,2025-06-17,2025,out,,,,,
145,62152301.0,US-20220088091-A1,SYNBIOTIC COMPOSITIONS,"A synbiotic preparation may include at least one probiotic strain and at least one amino acid or derivative thereof selected from glutamine, glutamic acid or salts thereof, conjugated glutamine, or oligopeptides of 2-10 amino acid units in length, wherein the amino acid units may be natural amino acids, and at least one amino acid unit being a glutamine or glutamic acid unit.",US17049155,"['A61K33/24', 'A61K31/519', 'A61K31/525', 'A23V2200/3204', 'A61K36/63', 'A23L33/175', 'A61K31/197', 'A61K31/355', 'A61K33/06', 'A61K36/87', 'A61K31/198', 'A61K36/8962', 'A23K20/142', 'A23K10/30', 'A61K31/375', 'C12N1/205', 'A61K33/18', 'C12R2001/10', 'A61K31/4415', 'A61K31/122', 'A61K33/26', 'A61K31/714', 'A23V2200/324', 'A61K33/32', 'A61K31/733', 'A61K31/4188', 'A61K35/748', 'A23L33/135', 'A61K35/742', 'A61K31/07', 'A61K36/9066', 'A61K31/51', 'A23K20/163', 'A23V2002/00', 'A61K36/31', 'A23L33/16', 'A61K38/05', 'A23K20/158', 'C12N1/20', 'A61K31/455', 'A61K36/9068', 'A23L33/18', 'A61K9/48', 'A23K20/174', 'A23L33/105', 'A61K33/34', 'C12R2001/125', 'A61K31/05', 'A23K40/30', 'A61K33/00', 'A23L33/40', 'A61K36/258', 'A23K20/189', 'A23V2200/3202', 'A61K33/30', 'A61K31/702', 'A23K10/18', 'A23L33/15', 'A61K31/593', 'A61K33/04', 'A61K35/741', 'A23K20/147', 'A23K20/30', 'A61K36/738', 'C12R2001/07', 'A23L33/125', 'A23V2250/02']",2019-04-18,Application,US,"[{'city_name': 'Düsseldorf', 'country_code': 'DE', 'country_name': 'Germany', 'id': 'grid.420017.0', 'linkout': ['https://corporate.evonik.com/en'], 'name': 'Evonik Operations GmbH', 'types': ['Company']}]",2018.0,2022-03-24,2022,out,,,,,
146,62164234.0,DE-102016123506-B4,Refrigerated display case and methods for changing a refrigerated display case from an operator state to a self-service state or from a self-service state to an operator state,"A method for relocating a refrigerated display case (1) with a merchandise compartment (2), an operator side (4), and a customer side (5), wherein the merchandise compartment (2) is accessible from the operator side (4) to a sufficient extent for operation in an operating state (51) and has a merchandise guard (6) forming a merchandise guard (30) and a payment shelf (16) on the customer side (5), which protects against contamination or unwanted access by customers, and is accessible from the customer side (5) to a sufficient extent for self-service in a self-service state (52), from the operating state (51) to the self-service state (52), characterized in that the payment shelf (16) is moved from an operating position to a self-service position that releases the merchandise guard (30) from the operator side (4) and from the customer side (5), and that (i) the self-service position is at least partially in or below the merchandise guard (30), above which the payment shelf (16) is located in the operating state within reach of a customer and within reach of operating personnel, and/or (ii) the payment shelf (16) is moved together with a merchandise protection wall (10) between the operating position and the self-service position, and/or (iii) a merchandise shelf of the merchandise area (2) is designed to be height-adjustable, and/or (iv) the payment shelf (16) is located on a support (23) in the operating state, wherein the support (23) has an operating position and a self-service position and can be moved between these two positions, and wherein the change of position takes place together with the payment shelf or the merchandise protection wall.",DE102016123506.7,"['A47F2003/008', 'A47F3/007', 'A47F3/0439']",2016-12-05,Grant,DE,,2016.0,2025-11-20,2025,out,,,,,
147,62164234.0,ES-2826423-T3,Refrigerated display and procedure for changing a refrigerated display from a service state to a self-service state or from a self-service state to a service state,"Procedure for changing a refrigerated counter (1), with a merchandise chamber (2), as well as an operator side (4) and a customer side (5), the merchandise chamber (2) being accessible in a state of service (51) from the operator side (4) to a sufficient extent for the service and presenting towards the client side (5) a protection of merchandise (6) against contamination or against unwanted access by customers that constitutes a merchandise protection chamber (30), as well as a payment tray (16), and being accessible in a self-service state (52) from the client side (5) to a sufficient extent for self-service, of a state service (51) to the self-service state (52), the payment tray (16) being brought from a service position to a self-service position that releases the merchandise protection chamber (30) from the operator side (4 ) and from the client side (5) and / or from a self-service position, which releases the camera protection of goods (30) from the operator side (4) and from the customer side (5), to a service position, characterized in that the self-service position is below the height of a worktop (17) provided on the operator side (4).",ES17204863,"['A47F3/007', 'A47F2003/008', 'A47F3/0439']",2017-12-01,Grant,ES,,2016.0,2021-05-18,2021,out,,,,,
148,62630936.0,US-20210120857-A1,USE OF PEPTIDYLARGININE DEIMINASE TO OBTAIN IMPROVED FOOD,"The present invention describes a process for modifying sweetness, liquorice, astringency, powdery/chalk, fulness, thickness and/or digestibility and/or protease inhibitory activity of a protein comprising food.",US15734102,"['A23L27/88', 'A23L33/17', 'A23L11/33', 'A23J1/00', 'A23C11/103', 'C12N9/78', 'A23L2/66', 'A23L11/07', 'A23L11/60', 'A23L27/86', 'A23L11/65', 'C12Y305/03015']",2019-06-03,Application,US,"[{'city_name': 'Heerlen', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.10760.30', 'latitude': 50.887413, 'linkout': ['http://www.dsm.com/corporate/home.html'], 'longitude': 5.967863, 'name': 'DSM IP Assets BV', 'types': ['Company']}]",2018.0,2021-04-29,2021,in,PB,Ingredient optimisation,Cross-cutting,,
149,62630936.0,JP-2024073533-A,USE OF PEPTIDYLARGININE DEIMINASE TO OBTAIN IMPROVED FOOD,"[Problem] To provide a method for improving the properties of a food product containing a protein. [Solution] To provide a process for modifying the sweetness, licorice, astringency, powdery/mealiness, body, thickness, and/or digestibility and/or protease inhibitor activity of a food product containing a protein, the process comprising incubating a protein solution with peptidylarginine deiminase (PAD) and optionally processing the PAD-treated protein solution into a food product containing a protein. [Selected Figures] None",JP2024038262,"['C12Y305/03015', 'A23J1/00', 'C12N9/78', 'A23L11/60', 'A23L33/17', 'A23L11/07', 'A23L27/86', 'A23L2/66', 'A23L27/88', 'A23C11/103', 'A23L11/65', 'A23L11/33']",2024-03-12,Application,JP,"[{'city_name': 'Heerlen', 'country_code': 'NL', 'country_name': 'Netherlands', 'id': 'grid.10760.30', 'latitude': 50.887413, 'linkout': ['http://www.dsm.com/corporate/home.html'], 'longitude': 5.967863, 'name': 'DSM IP Assets BV', 'types': ['Company']}]",2018.0,2024-05-29,2024,in,PB,Ingredient optimisation,Cross-cutting,,
150,62716017.0,US-20250144218-A1,INJECTABLE COMPOSITION,"An injectable depot composition suitable for forming an in situ intramuscular implant is provided. The composition includes sterile biodegradable thermoplastic polymer of polylactic acid (PLA), solvent for the PLA, and drug. After administration to a subject, a corresponding implant administers 0.1-2 milligrams of nonsteroidal aromatase inhibitor every day throughout a dosing period of about six months to about one year. The composition is used to treat subjects in need thereof.",US19016558,"['A61K9/0019', 'A61K31/4196', 'A61K9/0024', 'A61K31/426', 'A61L2/0029', 'A61L2103/05', 'A61P35/00', 'A61K47/34', 'A61L2/08', 'A61L2/0017', 'A61L2/022']",2025-01-10,Application,US,"[{'city_name': 'MADRID', 'country_code': 'ES', 'country_name': 'Spain', 'id': 'grid.509542.f', 'linkout': ['https://rovi.es/en/'], 'name': 'Laboratorios Farmaceuticos Rovi SA', 'types': ['Company']}]",2018.0,2025-05-08,2025,out,,,,,
151,62716017.0,US-12226485-B2,Injectable composition,"An injectable depot composition suitable for forming an in situ intramuscular implant is provided. The composition includes sterile biodegradable thermoplastic polymer of polylactic acid (PLA), solvent for the PLA, and drug. After administration to a subject, a corresponding implant administers 0.1-2 milligrams of nonsteroidal aromatase inhibitor every day throughout a dosing period of about six months to about one year. The composition is used to treat subjects in need thereof.",US17101585,"['A61L2/08', 'A61L2103/05', 'A61L2/0029', 'A61K47/34', 'A61P35/00', 'A61L2/022', 'A61K31/426', 'A61K31/4196', 'A61K9/0024', 'A61K9/0019', 'A61L2/0017']",2020-11-23,Grant,US,"[{'city_name': 'MADRID', 'country_code': 'ES', 'country_name': 'Spain', 'id': 'grid.509542.f', 'linkout': ['https://rovi.es/en/'], 'name': 'Laboratorios Farmaceuticos Rovi SA', 'types': ['Company']}]",2018.0,2025-02-18,2025,out,,,,,
